speech_id,date,claim_id,claim,canonical_claim,land_relevance,delegitimization,environmental_repertoire,macro,meso,micro,considered
9686D39885,2009-03-13,9686D39885_14,"Ser ambientalista implica respeitar o cidadão e o trabalhador, além de orientar para a preservação do meio ambiente.",Ser ambientalista implica respeitar o cidadão e o trabalhador e orientar para a preservação do meio ambiente.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
7586D39224,2007-05-22,7586D39224_21,"Não se concebe mais uma agricultura forte, moderna, competitiva, apta a exportar cada vez mais, propulsora de bons resultados socioeconômicos, fornecedora de alimento farto e barato, que não esteja em harmonia com o meio ambiente.",A agricultura moderna e competitiva deve estar em harmonia com o meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
21711D43963,2020-05-12,21711D43963_4,Este Governo não cuida do meio ambiente.,O Estado Brasileiro não protege o meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
21711D43963,2020-05-12,21711D43963_5,Este Governo destrói o meio ambiente.,O Estado Brasileiro destrói o meio ambiente.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
20974D43620,2019-06-04,20974D43620_45,O meio ambiente agradece a arquivamento da matéria no Senado.,O Estado Brasileiro protege o meio ambiente ao arquivar matérias no Senado.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
1007D37140,2001-09-06,1007D37140_50,"Não há paradigma, só conversa fiada por parte do Ministério do Meio Ambiente, que representa o Governo brasileiro.","O Ministério do Meio Ambiente, representando o Governo brasileiro, não apresenta um modelo de ação concreto.",,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
3995D38075,2004-03-29,3995D38075_19,"Na área do meio ambiente, ocorreu um desastre.",Ocorreu um desastre na área do meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
3995D38075,2004-03-29,3995D38075_20,Os investimentos na área do meio ambiente foram suspensos.,O Estado Brasileiro suspendeu investimentos em meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
25690D45343,2024-02-21,25690D45343_40,É preciso cobrar das grandes potências que preservem o meio ambiente.,Grandes potências devem preservar o meio ambiente.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
15930D41585,2013-11-07,15930D41585_28,O sistema de plantio direto reduz o impacto causado pela agricultura.,O sistema de plantio direto é benéfico para o meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
8878D39631,2008-07-02,8878D39631_46,"O novo Ministro do Meio Ambiente, Carlos Minc, é uma figura que apareceu sob encomenda.",O Estado Brasileiro nomeia figuras para o Ministério do Meio Ambiente sob encomenda.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
4587D38243,2004-09-13,4587D38243_27,"O meio ambiente é importante para nós, nossos filhos e netos, enfim, para o futuro da humanidade.",O meio ambiente é importante para o futuro da humanidade.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
826D37109,2001-08-06,826D37109_5,"Hoje, é revigorada a tese do meio ambiente.",A tese do meio ambiente é revigorada.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
15169D41423,2013-05-29,15169D41423_23,A relação do meio ambiente com manejo sustentável em Roraima não é ensejada de forma apropriada e deixa muito a desejar.,O Estado Brasileiro não garante o manejo sustentável do meio ambiente.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
4320D38131,2004-05-24,4320D38131_58,"O agrobusiness sustentável na Bahia é um bom negócio para os produtores, para o Estado, para os Municípios e para o meio ambiente, e é motivo de orgulho para todos os baianos.","O agronegócio sustentável é benéfico para produtores, Estado, municípios e meio ambiente.",Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
5867D38600,2005-09-05,5867D38600_37,"O Brasil é o único país onde a função ""Florestas"" ou ""Fomento Florestal"" está subordinada ao Ministério do Meio Ambiente.",O Estado Brasileiro subordina a função florestal ao Ministério do Meio Ambiente.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
8277D39506,2008-02-28,8277D39506_47,Temos verdadeiramente de nos preocupar com o meio ambiente.,A preocupação com o meio ambiente é necessária.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
14266D41142,2012-08-21,14266D41142_50,"O desenvolvimento predatório se opõe à preservação ambiental, enxergando o meio-ambiente como recurso a ser exaurido.",O desenvolvimento predatório avalia o meio-ambiente como recurso a ser exaurido.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.2. Razões ideológicas são mais prioritárias para o Estado do que a eficiência na preservação do meio ambiente,Sim
19521D42866,2017-05-11,19521D42866_81,Este projeto não é só contra o meio ambiente.,O projeto não é prejudicial ao meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.1. O agronegócio é mais eficiente em preservar o meio ambiente,2.1.1. A competência de preservação do agronegócio é superior a do Estado,Sim
24359D45028,2023-04-12,24359D45028_10,A Ministra Marina Silva foi agraciada com o Ministério do Meio Ambiente pelo desgoverno Lula.,O Estado Brasileiro nomeia ministros para o meio ambiente.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.2. A política ambiental do Estado não tem base técnica ou ciêntífica,,Sim
26388D45531,2024-08-27,26388D45531_25,Dino assumiu o Ministério do Meio Ambiente e teve atitude.,O Ministério do Meio Ambiente tomou uma atitude.,,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.2. A política ambiental do Estado não tem base técnica ou ciêntífica,,Sim
13455D41024,2012-04-25,13455D41024_45,O Código Florestal proposto não busca informações junto à ciência.,O Estado Brasileiro ignora a ciência em suas propostas legislativas sobre o meio ambiente.,Sim,,Sim,2. O ambientalismo estatal é ineficaz e a produção agrícola protege melhor o meio ambiente,2.2. A política ambiental do Estado não tem base técnica ou ciêntífica,,Sim
3935D38058,2004-03-12,3935D38058_15,"Nessas terras, onde já houve fartura, não se encontra mais nada.",A exploração de recursos naturais leva à escassez.,Sim,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
17582D42179,2015-06-24,17582D42179_14,A exploração ilegal de recursos naturais também mais do que dobrou.,A exploração ilegal de recursos naturais aumentou.,Sim,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
14974D41389,2013-04-25,14974D41389_29,"Não se sabe a quem está servindo a exploração do subsolo, riqueza que Deus nos deu.",A exploração de recursos naturais é questionada quanto aos seus beneficiários.,Sim,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
9076D39673,2008-08-13,9076D39673_7,"Ampliam-se nossas reservas de minérios, de petróleo e de gás.",O Estado Brasileiro amplia a exploração de recursos minerais e energéticos.,,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
3202D37866,2003-09-02,3202D37866_27,Foram arrecadados 40 milhões de reais com a venda dos 10 mil hectares de mata nativa devastada.,A exploração de recursos naturais gera receita financeira.,Sim,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
2390D37699,2003-03-19,2390D37699_6,A exploração da Serra dos Carajás não tem servido sequer para alavancar o desenvolvimento regional.,A exploração de recursos naturais por atores desenvolvimentistas não resulta em desenvolvimento regional.,Sim,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
2390D37699,2003-03-19,2390D37699_8,"A CVRD tem o maior encargo de responsabilidade pelo descalabro socioeconômico no sul do Pará, em face da envergadura de seus projetos e da forma primária de exploração dos recursos naturais que adota.",A exploração de recursos naturais por grandes empresas causa descalabro socioeconômico.,Sim,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.1. O uso dado a territórios por comunidades tradicionais não gera desenvolvimento,,Sim
6913D38876,2006-06-08,6913D38876_161,Há reservas de carvão para 200 anos.,A exploração de recursos energéticos fósseis é viável a longo prazo.,,,Sim,3. A exploração de recursos naturais em territórios protegidos gera desenvolvimento regional,3.2. A restrição ambiental é desnecessária diante da abundância de recursos naturais,,Sim
24109D44985,2023-02-28,24109D44985_4,O ex-presidiário Lula prometeu o impossível e agora descumpre o desmatamento zero.,O Estado Brasileiro descumpre metas de desmatamento zero.,,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,O ator político é a causa de uma crise e presta um desserviço à nação.,Sim
18797D42604,2016-08-22,18797D42604_49,"O primeiro parecer foi ignorado pelas instâncias superiores do ICMBio, em Brasília.",O Estado Brasileiro ignora pareceres técnicos.,,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,O argumento central critica a falha de autoridades e instituições em cumprir suas responsabilidades e deveres.,Sim
3929D38057,2004-03-11,3929D38057_23,A CPI da Terra deve estar atenta ao assunto.,O Estado Brasileiro deve estar atento a assuntos relacionados à terra.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado deve considerar a realidade e evitar posições extremas, buscando equilíbrio em suas ações.",Sim
26238D45454,2024-06-11,26238D45454_15,Temos que dizer não à Agenda 2030.,O Estado Brasileiro deve rejeitar a Agenda 2030.,,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado tem a obrigação de agir de acordo com a Constituição, as leis e as recomendações científicas.",Sim
26238D45454,2024-06-11,26238D45454_29,Não à Agenda 2030.,O Estado Brasileiro deve rejeitar a Agenda 2030.,,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado tem a obrigação de agir de acordo com a Constituição, as leis e as recomendações científicas.",Sim
11272D40248,2010-03-11,11272D40248_10,É necessário rever de forma séria e realista o Código Florestal.,O Estado Brasileiro deve rever o Código Florestal.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado tem a obrigação de agir de acordo com a Constituição, as leis e as recomendações científicas.",Sim
11272D40248,2010-03-11,11272D40248_11,É necessário combater o desmatamento.,O Estado Brasileiro deve combater o desmatamento.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado tem a obrigação de agir de acordo com a Constituição, as leis e as recomendações científicas.",Sim
13841D41059,2012-05-30,13841D41059_47,"O Governo deve cumprir a transposição e rever o Código Florestal brasileiro, da forma como foi aprovado pela Câmara Federal.",O Estado Brasileiro deve cumprir a transposição e rever o Código Florestal.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado tem a obrigação de agir de acordo com a Constituição, as leis e as recomendações científicas.",Sim
11838D40512,2010-11-30,11838D40512_45,É imperiosa a modificação do Código Florestal.,O Estado Brasileiro deve modificar o Código Florestal.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,4.1. As normas ambientais são excessivas e prejudicam o produtor e o desenvolvimento nacional,"O Estado tem a obrigação de agir de acordo com a Constituição, as leis e as recomendações científicas.",Sim
14397D41206,2012-10-24,14397D41206_43,Temos um novo Código Floresta melhor do que anterior sob qualquer aspecto que se decida olhar.,O Estado Brasileiro implementou um novo código florestal que é superior ao anterior.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,"4.2. O Estado é incapaz de coordenar uma política ambiental estável, coerente e justa com o produtor",4.2.1. A política ambiental do Estado é impraticável,Sim
12238D40679,2011-05-16,12238D40679_65,O que se propõe em relação ao Código Florestal mais dificuldade vai criar para o produtor e mais facilidade para o corrupto.,O Estado Brasileiro dificulta o produtor e facilita o corrupto.,Sim,,Sim,4. A política ambiental deve obedecer aos interesses do desenvolvimento nacional,"4.2. O Estado é incapaz de coordenar uma política ambiental estável, coerente e justa com o produtor",4.2.1. A política ambiental do Estado é impraticável,Sim
